cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,absolute-pressure,      x-velocity,      y-velocity,      z-velocity
         1,-6.191733479E-02,-1.062190458E-01, 1.841424778E-02,-5.126020313E+04,-9.017122388E-01, 2.739579976E-01,-1.174882174E+00
         2,-6.095930561E-02,-1.060424224E-01, 1.933323219E-02,-5.126806250E+04,-8.869666457E-01, 3.854848444E-01,-1.147564173E+00
         3,-1.314288825E-01, 3.116708249E-03, 7.345786691E-02,-5.320218750E+03,-1.406119108E+00,-1.864655018E+00, 3.201155186E+00
         4,-1.318681985E-01, 2.503987635E-03, 7.385643572E-02,-4.655046875E+03,-1.389327526E+00,-1.984439135E+00, 3.396525621E+00
         5,-1.309819072E-01, 3.723860253E-03, 7.385643572E-02,-1.018484375E+03,-1.328582406E+00,-1.733561277E+00, 3.050379276E+00
         6,-7.043146994E-03,-7.705681026E-02, 4.070326686E-03,-6.066106250E+04,-2.611000240E-01,-2.169917077E-01,-5.408713222E-01
         7,-6.570498459E-03,-7.732146233E-02, 3.559204983E-03,-6.075615625E+04,-2.693670094E-01,-2.167407572E-01,-5.700094104E-01
         8,-5.283298902E-03,-7.721408457E-02, 3.862690413E-03,-6.064659375E+04,-2.820790410E-01,-2.340560555E-01,-5.484036803E-01
         9,-4.828196485E-03,-7.751218975E-02, 3.386863973E-03,-6.073315625E+04,-2.538409233E-01,-2.428971380E-01,-5.606636405E-01
        10,-6.217692047E-03,-7.666350901E-02, 4.852327053E-03,-6.041806250E+04,-2.381622344E-01,-1.936447918E-01,-5.103707910E-01
        11,-5.512639415E-03,-7.671444118E-02, 5.265336484E-03,-6.043275000E+04,-2.648641169E-01,-2.125899494E-01,-5.316394567E-01
        12,-1.175380647E-01,-3.714693710E-03,-2.558814734E-02, 4.214837500E+04,-8.061922789E-01,-1.147718906E+00, 2.929852486E+00
        13,-1.160869300E-01,-3.422961337E-03,-2.622252330E-02, 4.308749219E+04,-8.364372849E-01,-1.129843354E+00, 2.858310699E+00
        14,-2.012768760E-02,-1.076594219E-01, 7.375830412E-02, 5.732734375E+02, 1.080701709E+00, 9.572016001E-01, 3.271184206E+00
        15,-2.104750276E-02,-1.076725796E-01, 7.325343043E-02,-2.575632813E+03, 1.162719369E+00, 9.465221763E-01, 3.339582205E+00
        16,-1.306147128E-01,-3.776156157E-02, 6.259828806E-02,-3.484800000E+04,-1.219720468E-01,-1.434428096E+00, 4.428227425E+00
        17,-1.300565153E-01,-3.900343180E-02, 6.358837336E-02,-3.210310938E+04,-1.132135689E-01,-1.383008718E+00, 4.383112907E+00
        18,-5.045237485E-03,-7.698437572E-02, 4.767709412E-03,-6.060528125E+04,-2.271115482E-01,-2.371792644E-01,-5.583488941E-01
        19, 1.263738028E-03,-6.546588987E-02, 2.908327617E-02,-6.046692188E+04,-5.733156204E-01,-4.607172310E-01,-9.224063754E-01
        20, 1.566705527E-03,-6.541500986E-02, 2.805655822E-02,-6.039720313E+04,-5.587640405E-01,-4.164258242E-01,-8.531293869E-01
        21,-9.120349586E-02, 3.141134232E-02, 2.607890964E-02,-4.681792188E+04,-1.975700259E+00,-6.753907204E-01, 4.532169819E+00
        22,-9.201271087E-02, 3.152669594E-02, 2.532072179E-02,-4.401184375E+04,-1.913613677E+00,-6.320616603E-01, 4.438049793E+00
        23,-6.154897623E-03,-7.712323964E-02, 3.948632162E-03,-6.059723438E+04,-2.452930659E-01,-2.045404315E-01,-5.668218732E-01
        24, 5.507561378E-03,-7.548555732E-02, 7.242475450E-02,-2.334603906E+04, 1.158190370E+00, 2.705261946E+00, 2.385695934E+00
        25, 5.382923409E-03,-7.638110965E-02, 7.266072929E-02,-2.027282813E+04, 1.181306362E+00, 2.476248503E+00, 2.456762791E+00
        26,-5.687906407E-03,-7.740388066E-02, 3.456623061E-03,-6.081850000E+04,-2.543664575E-01,-2.321212441E-01,-5.742336512E-01
        27,-1.138684899E-01,-1.048665643E-01, 5.098846927E-02,-3.870815625E+04,-2.791277468E-01, 4.520817697E-01,-1.193331003E+00
        28,-1.138531342E-01,-1.052184924E-01, 5.121264607E-02,-3.828657813E+04,-3.147417009E-01, 4.882654846E-01,-1.192120552E+00
        29,-9.620851278E-02,-1.152048931E-01,-3.386167809E-02,-6.152528125E+04,-6.302565336E-01, 3.458316624E-01,-1.320017934E+00
        30,-9.607879817E-02,-1.153931096E-01,-3.465364873E-02,-6.116790625E+04,-6.792873144E-01, 6.885527372E-01,-1.277184010E+00
        31,-1.136500165E-01,-1.043521985E-01, 5.122050643E-02,-3.908571875E+04,-1.794279367E-01, 5.358855724E-01,-1.082902193E+00
        32, 4.702731501E-03,-7.678240538E-02, 7.256730646E-02,-1.868828125E+04, 1.174108148E+00, 2.575084209E+00, 2.612115860E+00
        33,-1.286029518E-01, 6.180066150E-03, 7.345786691E-02, 1.563125000E+02,-1.286495447E+00,-1.742297530E+00, 3.686672211E+00
        34,-1.286592484E-01, 5.259299651E-03, 7.385643572E-02, 2.251804688E+03,-1.304581642E+00,-1.750546336E+00, 3.707859993E+00
        35,-1.295807809E-01, 5.235895514E-03, 7.385643572E-02,-1.725156250E+02,-1.392398834E+00,-1.776729226E+00, 3.710239172E+00
        36,-1.281260401E-01, 6.763993297E-03, 7.385643572E-02, 2.476640625E+02,-1.139429331E+00,-1.466142535E+00, 3.297123194E+00
        37, 1.021003583E-03,-6.623781472E-02, 2.624892257E-02,-6.046668750E+04,-5.832455158E-01,-3.836557567E-01,-8.269192576E-01
        38, 1.379142632E-03,-6.601674110E-02, 2.668832801E-02,-6.049075000E+04,-5.601826310E-01,-3.863462806E-01,-8.548060060E-01
        39, 1.054357621E-03,-6.695496291E-02, 2.545231208E-02,-6.046765625E+04,-5.185512304E-01,-3.806524873E-01,-8.590157032E-01
        40,-5.796289444E-02,-1.065145135E-01, 1.764136553E-02,-5.738767188E+04, 2.060358047E+00, 5.631626248E-01, 4.596947670E+00
        41,-5.772207305E-02,-1.070286408E-01, 1.744001172E-02,-5.625956250E+04, 1.929431558E+00, 5.996226668E-01, 4.764118195E+00
        42,-6.841326505E-02,-1.191912144E-01,-4.704217426E-03,-5.260829688E+04,-7.597008348E-01, 2.137631476E-01,-9.996086359E-01
        43,-6.855733693E-02,-1.198862046E-01,-3.783262568E-03,-5.294395313E+04,-6.863791347E-01, 1.532539129E-01,-9.214666486E-01
        44, 3.469200106E-03,-7.999661565E-02, 7.266072929E-02,-1.818291406E+04, 1.169067383E+00, 2.284963131E+00, 2.709347486E+00
        45, 3.448006697E-03,-7.904195786E-02, 7.256730646E-02,-1.819150781E+04, 1.056588411E+00, 2.455419302E+00, 2.757346153E+00
        46,-4.422155023E-02,-1.197830588E-01, 7.243479788E-02,-1.980620313E+04, 1.747285962E+00, 5.759524107E-01, 1.128782630E+00
        47,-4.342580214E-02,-1.190878302E-01, 7.137982547E-02,-1.963396875E+04, 1.853865147E+00, 5.780403018E-01, 1.159686565E+00
        48,-5.841659009E-02,-1.064009964E-01, 1.611837000E-02,-5.680068750E+04, 2.010921478E+00, 4.686715901E-01, 4.609549522E+00
        49,-5.833122134E-02,-1.071077138E-01, 1.607816853E-02,-5.611375000E+04, 1.918966770E+00, 5.755382180E-01, 4.769898891E+00
        50,-5.729990825E-02,-1.072441563E-01, 1.801955514E-02,-5.633387500E+04, 1.919407129E+00, 6.224163771E-01, 4.739624023E+00
        51,-6.188433990E-02,-1.047248691E-01, 2.057730220E-02,-5.091964063E+04,-8.811348677E-01, 2.865955606E-02,-1.319462419E+00
        52,-6.170612574E-02,-1.044326127E-01, 1.988704875E-02,-5.016284375E+04,-9.000188112E-01, 8.747702092E-02,-1.327888370E+00
        53,-1.255296320E-01, 9.138556197E-03, 7.337282598E-02, 5.283593750E+02,-1.165759087E+00,-1.524507403E+00, 3.273177862E+00
        54,-1.252924502E-01, 1.001823042E-02, 7.385643572E-02, 5.357054688E+03,-1.141240001E+00,-1.395487666E+00, 2.946718931E+00
        55,-5.790432915E-02,-1.073270217E-01, 1.666318998E-02,-5.568089063E+04, 1.994604707E+00, 5.525795221E-01, 4.701210022E+00
        56,-4.635837674E-02,-1.203908995E-01, 7.337053120E-02,-1.863034375E+04, 1.847418308E+00, 4.915717542E-01, 1.243547797E+00
        57,-4.589533433E-02,-1.196856648E-01, 7.380625606E-02,-1.769621875E+04, 1.850827456E+00, 5.558171272E-01, 1.254623175E+00
        58,-3.070917353E-02,-1.022230685E-01,-4.207335785E-02,-1.680789063E+04,-1.234187245E+00,-1.619756937E+00, 4.541585445E+00
        59,-2.988150530E-02,-1.025940031E-01,-4.314000905E-02, 1.120679688E+04,-1.163533688E+00,-1.143377304E+00, 3.517829180E+00
        60,-4.506797716E-02,-1.200305521E-01, 7.380625606E-02,-1.749748438E+04, 1.854689121E+00, 5.386050940E-01, 1.211828589E+00
        61, 9.837115649E-04,-7.069347799E-02, 1.880949922E-02,-6.050728125E+04,-2.055716068E-01,-2.306847274E-01,-5.304600596E-01
        62, 1.995198196E-03,-7.037344575E-02, 1.859014481E-02,-6.044282813E+04,-2.249532491E-01,-2.570584416E-01,-5.577545166E-01
        63,-6.135345250E-02,-1.046741903E-01, 1.926908270E-02,-5.107934375E+04,-8.785787821E-01, 3.848008215E-01,-1.384882808E+00
        64,-4.712134972E-02,-1.205926389E-01, 7.381927967E-02,-1.827294531E+04, 1.767007232E+00, 4.898489416E-01, 1.317927241E+00
        65,-6.745959073E-02,-1.236022115E-01,-1.285810582E-02, 1.596384375E+04, 1.607642651E+00,-4.285469279E-02, 2.584291220E+00
        66,-6.755274534E-02,-1.233446971E-01,-1.287799329E-02, 1.673652344E+04, 1.869858027E+00, 3.145148605E-02, 3.053892851E+00
        67,-4.508360848E-02,-1.197517067E-01, 7.197882235E-02,-2.013707031E+04, 1.869749904E+00, 5.590376258E-01, 1.228637338E+00
        68, 2.605167683E-03,-8.051316440E-02, 7.240100205E-02,-1.815288281E+04, 1.245756269E+00, 2.416493893E+00, 2.869768143E+00
        69,-6.172813103E-02,-1.044383198E-01, 1.874464005E-02,-5.151428125E+04,-7.771058679E-01, 3.703603745E-01,-1.375457406E+00
        70,-6.752984226E-02,-1.233440936E-01,-1.238356438E-02, 1.466673438E+04, 1.908746481E+00, 3.955878317E-02, 3.103415728E+00
        71,-6.806149334E-02,-1.066657677E-01,-1.888619154E-03,-1.763638281E+04, 1.845382810E+00, 1.035990268E-01, 3.794656515E+00
        72,-6.740198284E-02,-1.058561057E-01,-1.768277609E-03,-1.835694531E+04, 1.965727329E+00, 3.785317764E-02, 3.951126099E+00
        73,-6.311495602E-02,-1.051794887E-01, 1.754233241E-02,-5.096150000E+04,-8.574450612E-01, 1.255512983E-01,-1.219107866E+00
        74,-6.259511411E-02,-1.044999808E-01, 1.812977903E-02,-5.024687500E+04,-8.441559076E-01, 9.392499924E-02,-1.283894062E+00
        75,-6.792099029E-02,-1.235988066E-01,-1.291001774E-02, 1.673702344E+04, 1.646389008E+00,-5.100024492E-02, 2.609302759E+00
        76,-5.858730897E-02,-1.069512069E-01, 1.460946351E-02,-5.245679688E+04, 2.079322100E+00, 4.885979295E-01, 4.742492676E+00
        77,-5.851905793E-02,-1.074045897E-01, 1.530745253E-02,-5.477473438E+04, 1.883962631E+00, 5.318706036E-01, 4.715059280E+00
        78,-6.852148473E-02,-1.063852385E-01,-2.522678347E-03,-1.750434375E+04, 1.643834352E+00, 1.513994336E-01, 3.547468662E+00
        79,-4.928584769E-02,-1.198414639E-01, 2.411420457E-02,-4.545073438E+04,-8.752684593E-01, 1.772483345E-03,-1.549681902E+00
        80,-4.954085499E-02,-1.204559803E-01, 2.386456914E-02,-4.551404688E+04,-7.767846584E-01,-8.911587298E-02,-1.543901324E+00
        81,-2.321818843E-02,-9.952569008E-02,-2.777137980E-02,-7.505162500E+04,-1.194570303E+00,-2.591180503E-01,-1.080693364E+00
        82,-2.351995930E-02,-9.907314926E-02,-2.736818232E-02,-7.575682813E+04,-1.048221111E+00,-3.152258098E-01,-1.136054635E+00
        83,-8.903951943E-02,-1.175050139E-01,-2.344481461E-02,-6.123129688E+04,-1.073937893E+00, 5.304796696E-01,-1.165895224E+00
        84,-8.879320323E-02,-1.170121655E-01,-2.309829183E-02,-6.149800000E+04,-1.160444498E+00, 5.424815416E-01,-1.158438802E+00
        85,-9.827504307E-02,-1.147555187E-01,-3.836202621E-02,-6.192981250E+04,-5.941560864E-01, 7.121289968E-01,-1.203326821E+00
        86,-9.821571410E-02,-1.147129312E-01,-3.946065158E-02,-7.024864063E+04,-3.075881600E-01, 1.353676796E+00,-1.530318499E+00
        87,-3.780902922E-02,-1.151275486E-01, 5.034815520E-02,-3.742300000E+04,-6.813708544E-01,-1.276618540E-01,-1.413252234E+00
        88,-3.743565083E-02,-1.152878776E-01, 4.998107255E-02,-3.695910938E+04,-8.175725937E-01, 3.631335124E-02,-1.397728324E+00
        89,-2.478317730E-02,-9.869351983E-02,-2.779732086E-02,-8.406093750E+04,-1.307123184E+00,-3.657153547E-01,-1.196898341E+00
        90,-2.507770061E-02,-9.823607653E-02,-2.739818953E-02,-8.555731250E+04,-9.714270830E-01, 9.922901541E-02,-1.053650856E+00
        91,-5.990071595E-02, 3.347359970E-02,-9.316272102E-03,-6.472906250E+04, 1.178933859E+00,-9.138200432E-02,-1.267583132E+00
        92,-5.965485424E-02, 3.427189216E-02,-8.294086903E-03,-6.429735938E+04, 1.209732413E+00,-1.046957448E-01,-1.257661462E+00
        93,-8.830711246E-02,-1.171625778E-01,-2.227132022E-02,-6.091631250E+04,-1.169105172E+00, 4.027577341E-01,-1.114784360E+00
        94,-9.002600610E-02,-1.172124296E-01,-2.452720143E-02,-6.104870313E+04,-1.047814012E+00, 5.232064128E-01,-1.172344208E+00
        95,-8.979338408E-02,-1.167171896E-01,-2.416185103E-02,-6.145837500E+04,-1.134556293E+00, 4.740944803E-01,-1.157035112E+00
        96,-2.777902037E-02,-1.041788459E-01,-4.207764566E-02,-3.230742188E+04,-1.196029544E+00,-1.808583736E+00, 4.611181736E+00
        97,-2.689103596E-02,-1.052638590E-01,-4.275643826E-02,-9.092070313E+03,-1.118907094E+00,-9.066572785E-01, 3.832309246E+00
        98,-8.917951584E-02,-1.166170165E-01,-2.344662696E-02,-6.155376563E+04,-1.152705908E+00, 4.980977774E-01,-1.144225121E+00
        99,-5.947779119E-02, 3.317266703E-02,-9.671990760E-03,-6.500246875E+04, 1.183611274E+00,-1.109292060E-01,-1.260580540E+00
       100,-3.792123124E-02,-1.154851243E-01, 4.885033518E-02,-3.787931250E+04,-8.205175400E-01,-3.968520463E-02,-1.487451792E+00
       101,-3.751338646E-02,-1.156132668E-01, 4.930051416E-02,-3.765031250E+04,-7.885264158E-01,-2.286014520E-02,-1.463692188E+00
       102,-2.541697770E-02,-9.918314964E-02,-2.905714326E-02,-7.679760938E+04,-1.402742982E+00,-2.078019232E-01,-7.564803958E-01
       103,-2.571978234E-02,-9.873293340E-02,-2.864543907E-02,-7.920979688E+04,-1.288379550E+00,-1.817403585E-01,-6.985929012E-01
       104,-2.417743765E-02,-9.959597141E-02,-2.861280181E-02,-7.697225000E+04,-1.317692637E+00,-2.093276381E-01,-9.998655319E-01
       105,-2.386630327E-02,-1.000402719E-01,-2.902943082E-02,-7.485426563E+04,-1.324390292E+00,-1.280174553E-01,-8.791831732E-01
       106,-3.803582117E-02,-1.164050028E-01, 4.834714159E-02,-3.842018750E+04,-6.973820925E-01,-1.449168473E-01,-1.499868870E+00
       107,-2.430641651E-02,-9.865964204E-02,-2.737910300E-02,-8.038571875E+04,-1.108419657E+00,-3.841963708E-01,-1.334571242E+00
       108,-2.400787547E-02,-9.911477566E-02,-2.778034098E-02,-7.642056250E+04,-1.220924258E+00,-2.858445644E-01,-1.086572766E+00
       109,-9.122070670E-02,-1.161554381E-01,-2.509624697E-02,-6.059953125E+04,-1.071556091E+00, 4.750094414E-01,-1.130143166E+00
       110,-9.015618265E-02,-1.163195968E-01,-2.452824824E-02,-6.108695313E+04,-1.117656589E+00, 5.087074637E-01,-1.113875985E+00
       111,-2.479479834E-02,-1.000709236E-01,-2.989640087E-02,-7.153296875E+04,-1.255024552E+00, 3.193024546E-02,-6.266894341E-01
       112,-2.447537519E-02,-1.005084887E-01,-3.032444417E-02,-6.986962500E+04,-1.156008840E+00, 5.168135464E-02,-6.233949661E-01
       113,-2.495654114E-02,-9.916977584E-02,-2.862503938E-02,-7.930706250E+04,-1.407415032E+00,-2.488692999E-01,-9.246869683E-01
       114,-2.464934438E-02,-9.961708635E-02,-2.903928049E-02,-7.637870313E+04,-1.373297334E+00,-1.352053881E-01,-8.501282334E-01
       115,-2.601203322E-02,-9.962812811E-02,-3.035159782E-02,-6.989720313E+04,-1.252027869E+00, 1.092278138E-01,-4.528471529E-01
       116,-2.632254362E-02,-9.918409586E-02,-2.992877364E-02,-7.258490625E+04,-1.333982944E+00, 8.554692031E-04,-4.729647934E-01
       117,-4.938211292E-02,-1.043693572E-01, 4.644879699E-02,-4.476698438E+04,-6.342216134E-01, 6.939883530E-02,-1.144769669E+00
       118,-4.939082265E-02,-1.040904075E-01, 4.692947865E-02,-4.448557813E+04,-6.594536901E-01, 9.501164407E-02,-1.130457878E+00
       119,-4.967674613E-02,-1.041733921E-01, 4.615184665E-02,-4.481370313E+04,-6.484305859E-01, 8.600416780E-02,-1.170980573E+00
       120,-2.537487075E-02,-1.005042791E-01,-3.121208027E-02,-6.868134375E+04,-1.024575830E+00, 1.824478209E-01,-4.779130816E-01
       121,-2.504830249E-02,-1.009364873E-01,-3.164985776E-02,-6.721048438E+04,-8.481136560E-01, 9.128031880E-02,-4.959637821E-01
       122,-1.166573390E-01,-5.323398858E-03,-1.750775240E-02, 2.687992969E+04,-9.362043738E-01,-1.400715470E+00, 3.226510286E+00
       123,-1.159005165E-01,-6.115576252E-03,-1.742839999E-02, 2.573508594E+04,-9.267567396E-01,-1.320609689E+00, 3.172220469E+00
       124,-2.556651831E-02,-9.963323176E-02,-2.990913019E-02,-7.171881250E+04,-1.287933588E+00, 6.502136588E-03,-5.596243143E-01
       125,-2.525153570E-02,-1.000736877E-01,-3.033414483E-02,-7.005904688E+04,-1.220008850E+00, 1.068518758E-01,-5.469031334E-01
       126,-9.720347822E-02,-9.891363233E-02,-3.843432665E-02,-1.203267188E+05, 7.974745035E-01, 1.051145792E+00, 1.716328263E+00
       127,-9.754320979E-02,-9.903735667E-02,-3.937740624E-02,-1.487592969E+05,-1.155295819E-01, 6.218255758E-01, 2.942157745E+00
       128,-2.613966167E-02,-1.000554264E-01,-3.122362867E-02,-6.786756250E+04,-9.105741978E-01, 3.061978221E-01,-4.455029666E-01
       129,-9.765306115E-02,-9.866769612E-02,-3.984668851E-02,-1.618287500E+05,-6.117417812E-01,-7.379523665E-02, 3.380423069E+00
       130,-2.581747994E-02,-1.004911289E-01,-3.165909648E-02,-6.780257813E+04,-9.559834003E-01, 2.228318006E-01,-4.744241238E-01
       131,-1.163843721E-01,-6.309642456E-03,-1.808745973E-02, 2.795116406E+04,-9.411171079E-01,-1.344139457E+00, 3.205904245E+00
       132,-1.627583802E-02,-9.329600632E-02,-1.846031845E-02,-7.383901563E+04,-9.356276989E-01,-8.060698509E-01,-9.697523117E-01
       133,-1.571871154E-02,-9.311078489E-02,-1.817032881E-02,-7.363939063E+04,-9.540423751E-01,-7.801366448E-01,-9.453423619E-01
       134,-1.011221260E-01, 2.814816311E-02, 4.870562255E-02,-4.027360938E+04,-1.501814842E+00,-6.603785157E-01, 3.922521830E+00
       135,-1.008369923E-01, 2.828560024E-02, 4.941047728E-02,-3.940218750E+04,-1.562755704E+00,-7.089585662E-01, 4.113336086E+00
       136,-7.599024475E-02,-1.224694774E-01,-2.620976791E-02, 4.443292969E+04, 1.638157368E+00,-1.988294423E-01, 2.675063610E+00
       137,-7.612970471E-02,-1.229931936E-01,-2.589745261E-02, 4.509425781E+04, 1.520458460E+00,-1.855925173E-01, 2.482285023E+00
       138,-8.622743189E-02, 3.313704953E-02, 1.537698135E-02,-3.706832813E+04,-2.030501604E+00,-4.920608103E-01, 4.163359642E+00
       139,-8.653488010E-02, 3.305786103E-02, 1.451763324E-02,-3.695753125E+04,-2.082834482E+00,-5.111697912E-01, 4.260054111E+00
       140,-1.007400304E-01, 2.786994167E-02, 5.021310225E-02,-3.974048438E+04,-1.568646193E+00,-7.578214407E-01, 4.300077915E+00
       141,-1.656662486E-02,-9.398084134E-02,-1.906394213E-02,-7.439007813E+04,-9.818567038E-01,-8.389463425E-01,-9.659334421E-01
       142,-7.624039799E-02,-1.227060184E-01,-2.542116866E-02, 4.303720703E+04, 1.627550125E+00,-1.326903999E-01, 2.534125328E+00
       143,-8.667626232E-02, 3.272357211E-02, 1.563747786E-02,-3.881925000E+04,-2.069356680E+00,-5.683866739E-01, 4.321964741E+00
       144,-1.627327688E-02,-9.220065176E-02,-3.702604771E-02, 7.114839063E+04, 5.238806009E-01, 1.033842206E+00, 1.892651796E+00
       145,-1.594443433E-02,-9.263850003E-02,-3.747349605E-02, 7.147532813E+04, 5.867275000E-01, 1.110599399E+00, 1.990345359E+00
       146,-5.823548883E-02,-1.043740213E-01, 2.673418634E-02,-4.817892188E+04,-8.018260002E-01, 3.687222004E-01,-1.246821046E+00
       147,-5.797094852E-02,-1.048816442E-01, 2.661372721E-02,-4.844829688E+04,-7.829812169E-01, 4.148409665E-01,-1.159648538E+00
       148,-7.659474015E-02,-1.229384765E-01,-2.599610016E-02, 4.499234766E+04, 1.472178936E+00,-1.992899030E-01, 2.364983797E+00
       149,-4.786301032E-02,-1.036645025E-01, 4.552476481E-02,-5.741692188E+04, 1.444965839E+00, 5.786314011E-01, 4.480947495E+00
       150,-4.826741666E-02,-1.035633087E-01, 4.621729255E-02,-5.815159375E+04, 1.302499175E+00, 5.753866434E-01, 4.407612801E+00
       151,-5.963470042E-02, 3.518546000E-02,-2.528585307E-02, 4.393607813E+04,-1.648326755E+00, 1.727418005E-01, 2.730033398E+00
       152,-5.894355103E-02, 3.512454405E-02,-2.561737783E-02, 4.436467188E+04,-1.627450943E+00, 2.121270299E-01, 2.776201487E+00
       153,-9.119253606E-02, 3.139536455E-02, 4.285638034E-02,-4.774723438E+04, 2.498049885E-01, 1.293491013E-02,-8.519572020E-01
       154,-9.153772891E-02, 3.065397032E-02, 4.375221953E-02,-4.743287500E+04, 1.313308775E-01,-7.871569693E-02,-6.985057592E-01
       155,-5.868428946E-02, 3.509884328E-02,-2.651702426E-02, 4.649999609E+04,-1.665110826E+00, 2.185391486E-01, 2.630372524E+00
       156,-5.870290101E-02,-1.044420451E-01, 2.559524216E-02,-4.830282813E+04,-7.744318843E-01, 2.309845686E-01,-1.269821286E+00
       157,-5.849415809E-02,-1.049596146E-01, 2.535163797E-02,-4.901623438E+04,-7.758946419E-01, 3.211677074E-01,-1.203854084E+00
       158,-9.142804146E-02, 3.045913205E-02, 4.203446582E-02,-4.807154688E+04, 2.868082225E-01,-1.153533719E-02,-8.839401007E-01
       159,-7.111872733E-02,-1.069272459E-01,-9.024781175E-03, 2.259695313E+03, 1.850182414E+00, 4.653383046E-02, 3.570083618E+00
       160,-7.176185399E-02,-1.065353006E-01,-8.765129372E-03, 2.615515625E+03, 1.560935616E+00, 1.613398790E-01, 3.303800583E+00
       161,-8.274224401E-02, 1.526096649E-02, 3.328235447E-02,-6.328878125E+04,-1.644811869E+00,-5.336435437E-01, 4.619999886E+00
       162,-8.197507262E-02, 1.602154598E-02, 3.328470886E-02,-6.107623438E+04,-1.829655647E+00,-4.981232584E-01, 4.931571484E+00
       163,-9.118876606E-02, 3.105647676E-02, 4.142380133E-02,-4.844162500E+04, 3.721207976E-01, 4.480588064E-02,-9.601429105E-01
       164,-5.915390328E-02,-1.045035124E-01, 2.450884879E-02,-4.889064063E+04,-7.201254368E-01, 2.935246527E-01,-1.310355306E+00
       165,-5.900452286E-02,-1.050303131E-01, 2.413707413E-02,-4.920365625E+04,-7.504734397E-01, 2.800152004E-01,-1.202124119E+00
       166,-1.688924246E-02,-9.280583262E-02,-3.822668642E-02, 7.557800000E+04, 3.509451151E-01, 8.953015208E-01, 1.698114991E+00
       167,-1.657899283E-02,-9.326015413E-02,-3.866082802E-02, 7.584995313E+04, 5.899539590E-01, 1.057843208E+00, 1.820158482E+00
       168,-5.811531842E-02,-1.051786542E-01, 2.588706277E-02,-4.904626563E+04,-7.435094714E-01, 4.139907658E-01,-1.172388077E+00
       169,-9.626924992E-02,-9.775194526E-02,-4.252659529E-02, 1.681103906E+04,-2.579490185E+00, 2.346774817E+00, 2.002160549E+00
       170,-9.621807933E-02,-9.716448188E-02,-4.248113185E-02, 2.132414063E+03,-3.174900293E+00, 2.102881193E+00, 1.588283896E+00
       171,-1.466046125E-01,-4.022092745E-02, 5.938627198E-02,-3.301476563E+04,-2.105865441E-02,-1.433002353E+00, 3.671847582E+00
       172,-1.466281712E-01,-4.084026068E-02, 5.936644599E-02,-3.122040625E+04,-5.060054734E-02,-1.365000367E+00, 4.046930790E+00
       173,-1.673569717E-02,-9.228220582E-02,-3.740850836E-02, 7.220708594E+04, 4.083113372E-01, 9.983615875E-01, 1.790679216E+00
       174,-5.866463482E-02,-1.052579209E-01, 2.457876317E-02,-4.991120313E+04,-8.246849179E-01, 2.791943550E-01,-1.226648927E+00
       175,-1.465849280E-01,-3.982058913E-02, 5.902487040E-02,-3.369198438E+04,-8.899879642E-03,-1.412856102E+00, 3.714593649E+00
       176,-8.614151180E-02, 3.315891325E-02, 1.385380141E-02,-3.580212500E+04,-2.077480793E+00,-5.190164447E-01, 4.160420895E+00
       177,-8.545670658E-02, 3.332822770E-02, 1.405901648E-02,-3.719409375E+04,-2.024248600E+00,-4.924890995E-01, 4.192166805E+00
       178,-8.336819708E-02, 1.560811605E-02, 3.561411053E-02,-5.893848438E+04,-1.796362042E+00,-4.993315041E-01, 4.922838211E+00
       179,-8.353727311E-02, 1.503643394E-02, 3.474432603E-02,-5.923762500E+04,-1.741917014E+00,-5.092043877E-01, 4.770732880E+00
       180,-1.726150699E-02,-9.391074628E-02,-3.980322927E-02, 8.096400781E+04, 5.741537213E-01, 1.232443571E+00, 1.524867415E+00
       181,-1.784353703E-02,-9.231148660E-02,-3.954279795E-02, 7.769957813E+04, 5.278589129E-01, 6.375690699E-01, 1.862566829E+00
       182,-1.119443625E-01,-9.843204170E-02, 5.108569935E-02,-4.280650000E+04, 4.706986621E-02, 1.106849790E+00,-8.227984905E-01
       183,-1.119341478E-01,-9.808936715E-02, 5.085955933E-02,-4.304290625E+04, 4.262545705E-02, 1.128985524E+00,-8.323699236E-01
       184,-9.647382051E-02,-9.732452035E-02,-4.348182678E-02, 2.619996875E+04,-2.738538742E+00, 1.416117907E+00, 2.155657768E+00
       185,-1.765440032E-02,-9.176679701E-02,-3.875349462E-02, 7.482503125E+04, 5.433258414E-01, 7.229258418E-01, 1.894553900E+00
       186,-7.104997337E-02, 1.704348810E-02, 6.202713586E-03,-3.216973438E+04,-1.871150851E+00,-1.683299243E-01, 4.150724411E+00
       187,-7.035924494E-02, 1.708804630E-02, 5.847671535E-03,-3.464217188E+04,-1.822368145E+00,-1.721085459E-01, 4.097672939E+00
       188,-6.465922296E-02,-1.054785177E-01, 1.203408279E-02,-5.259756250E+04,-9.799471498E-01, 5.049866438E-01,-1.353129506E+00
       189,-6.494816393E-02,-1.049490124E-01, 1.199895423E-02,-5.249984375E+04,-9.942478538E-01, 3.362275362E-01,-1.298430085E+00
       190,-1.116921157E-01,-9.758674353E-02, 5.110590160E-02,-4.316121875E+04, 5.480225757E-02, 1.165675044E+00,-8.343400955E-01
