cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,absolute-pressure,      x-velocity,      y-velocity,      z-velocity
     78077,-2.579990402E-02, 1.454621903E-03, 4.272891954E-02,-5.642389063E+04,-1.243599892E+00, 1.097068191E+00, 4.661705017E+00
     78078, 1.078360435E-02,-2.983473241E-02,-2.997373417E-02,-5.189757813E+04, 1.111893728E-01,-6.226453185E-01,-9.496952891E-01
     78079,-1.378803048E-02, 1.452888269E-02, 3.636220098E-02,-4.874625000E+04, 6.263823509E-01,-6.238424778E-01,-1.757591605E+00
     78080,-3.232096136E-02,-9.431486577E-02,-4.530860484E-02, 7.851976563E+04,-1.096528292E+00,-7.890754938E-01, 1.271958351E+00
     78081,-3.237608075E-02,-9.501213580E-02,-4.448682070E-02, 7.508696094E+04,-1.376968622E+00,-1.131421566E+00, 1.464035749E+00
     78082,-2.621106431E-02, 1.827284228E-03, 4.340052605E-02,-5.609096875E+04,-1.232230067E+00, 1.131582022E+00, 4.722647667E+00
     78083,-3.155737417E-03,-8.999297023E-02, 6.147400290E-02,-2.581914063E+04, 1.424804807E+00, 2.040909290E+00, 3.371523380E+00
     78084,-1.319692731E-01,-3.678684309E-02, 7.322039455E-02,-3.278182813E+04, 5.483418703E-01, 7.181409001E-02, 2.532052100E-01
     78085, 3.254462965E-03,-6.809514016E-03,-1.544526033E-02, 2.698653125E+04,-8.464561701E-01, 1.506140828E+00, 2.750259161E+00
     78086, 2.519445261E-03,-7.160068955E-03,-1.544160210E-02, 2.587285156E+04,-1.059623599E+00, 1.727878451E+00, 3.138922453E+00
     78087,-1.011785790E-01,-1.154203117E-01,-5.429027602E-03,-4.939459375E+04, 1.307525039E+00,-7.136567235E-01, 3.995294809E+00
     78088, 6.479245145E-03,-7.286261767E-02,-2.443205938E-02, 2.153776563E+04, 3.720248044E-01, 1.036416531E+00, 3.650587559E+00
     78089,-6.927247159E-03,-5.696764588E-02, 4.432631657E-02,-5.702025000E+04, 3.527226150E-01, 1.610713601E+00, 4.739500999E+00
     78090,-7.363033481E-03,-5.643176660E-02, 4.354231060E-02,-5.919639063E+04, 3.385295570E-01, 1.619964957E+00, 4.643569946E+00
     78091,-1.276939809E-01, 7.869297639E-03, 5.275689065E-02,-2.780189063E+04,-1.294115424E+00,-1.456460953E+00, 3.486973047E+00
     78092,-1.282547861E-01, 7.205900736E-03, 5.290781707E-02,-2.760633594E+04,-1.283864260E+00,-1.536228061E+00, 3.479353666E+00
     78093,-3.858953249E-03, 2.924972214E-03, 2.594652120E-03,-1.768864063E+04,-1.326933980E+00, 1.703742385E+00, 3.836529970E+00
     78094,-1.283851862E-01, 7.048541214E-03, 5.355684459E-02,-2.798013281E+04,-1.277747035E+00,-1.601469040E+00, 3.440507412E+00
     78095,-3.370068269E-03, 2.915447345E-03, 1.615131740E-03,-1.423628906E+04,-1.441567540E+00, 1.870140314E+00, 3.929913998E+00
     78096,-3.646143479E-03, 2.632322023E-03, 2.021406079E-03,-1.425103125E+04,-1.299662352E+00, 1.691491723E+00, 3.663791895E+00
     78097,-1.272939146E-01, 8.332522586E-03, 5.337087065E-02,-2.463685938E+04,-1.250243664E+00,-1.428008437E+00, 3.385702610E+00
     78098,-4.198581446E-03, 2.929726616E-03, 3.076334950E-03,-1.817532813E+04,-1.312029004E+00, 1.686396241E+00, 3.788065910E+00
     78099,-3.245980944E-03, 2.069041366E-03, 9.272913449E-04,-1.222605469E+04,-1.246071219E+00, 1.671231747E+00, 3.654134989E+00
     78100,-3.071411513E-03, 2.461808501E-03, 8.065187139E-04,-1.396783594E+04,-1.418205500E+00, 1.825164199E+00, 3.762766361E+00
     78101,-1.444126815E-01,-6.083670259E-02, 2.067929879E-02,-4.782807813E+04, 2.639248073E-01,-1.770893335E+00, 3.566009045E+00
     78102,-3.675799351E-03, 2.209169790E-03, 1.650222228E-03,-1.457063281E+04,-1.257687807E+00, 1.702246070E+00, 3.665516138E+00
     78103, 7.499584928E-03,-1.624903269E-02, 4.635120928E-02,-3.814871875E+04,-6.825529337E-01, 1.893602490E+00, 3.429250956E+00
     78104,-2.150176093E-02, 2.057562768E-02, 5.135754496E-02,-3.753298438E+04,-1.387687206E+00, 9.689548612E-01, 4.279065609E+00
     78105,-2.133533545E-02, 2.001508698E-02, 5.174848437E-02,-3.815184375E+04,-1.227415442E+00, 7.921290994E-01, 3.779294968E+00
     78106,-3.228188027E-03, 1.573454123E-03, 4.163371923E-04,-9.655906250E+03,-1.270079732E+00, 1.575054049E+00, 3.532002211E+00
     78107, 7.177351974E-03,-1.419514790E-02, 4.370360076E-02,-4.170404688E+04,-6.231119037E-01, 1.679000497E+00, 2.928059101E+00
     78108, 7.489303127E-03,-1.499959733E-02, 4.363640398E-02,-4.107634375E+04,-5.910525918E-01, 1.599338055E+00, 2.784092188E+00
     78109,-5.365944281E-02, 3.457152843E-02, 4.244360700E-02,-3.717979688E+04,-2.010489225E+00, 2.754299045E-01, 3.562289476E+00
     78110,-1.635488309E-02, 1.807555556E-02,-1.921707764E-02,-1.387047656E+04,-1.048993111E+00, 8.691194654E-01, 4.111796856E+00
     78111,-1.619924791E-02, 1.794856973E-02,-2.007706836E-02,-1.181691406E+04,-9.416496158E-01, 8.042413592E-01, 4.172711372E+00
     78112,-2.131288871E-02, 1.966632716E-02, 5.150620639E-02,-3.962167188E+04,-1.328646541E+00, 7.971092463E-01, 4.056750298E+00
     78113,-1.456666142E-01,-5.630474538E-02, 2.052433789E-02,-4.544621875E+04, 3.360373974E-01,-1.871599555E+00, 3.376173973E+00
     78114,-1.184762456E-02, 1.184849255E-02, 2.141725831E-02,-4.603578125E+04,-1.618456841E+00, 1.578238487E+00, 4.539376259E+00
     78115,-5.293820053E-03, 5.504373927E-03, 6.378585473E-03,-2.544953125E+04,-1.478771210E+00, 1.785997391E+00, 4.033971786E+00
     78116,-1.966079883E-02,-1.061141491E-01,-3.409805149E-02,-7.664025000E+04,-6.023449302E-01,-1.898544468E-02,-5.060923696E-01
     78117,-1.969412901E-02,-1.068324372E-01,-3.488636389E-02,-7.394975000E+04,-6.876657903E-02,-5.551257357E-02, 4.803555012E-01
     78118,-7.409500889E-03,-1.247771643E-02,-5.013302714E-02, 5.756325000E+04,-3.265590966E-02, 3.763885796E-02, 2.867712498E+00
     78119,-1.071830187E-02, 1.093715895E-02, 2.050771378E-02,-4.513739063E+04,-1.671664357E+00, 1.607779145E+00, 4.496269226E+00
     78120,-3.358963504E-02,-1.131022125E-01,-4.973875731E-02, 2.231105469E+04,-1.052962802E-02,-6.160148419E-03, 3.851236582E+00
     78121,-1.428762823E-01,-3.283274174E-02,-5.021834373E-02, 2.132447656E+04,-1.172838456E-04,-2.826465294E-03, 3.881471634E+00
     78122,-1.444313824E-01,-3.313351795E-02,-5.021834373E-02, 2.118995313E+04,-1.678349217E-03, 2.554801293E-03, 3.881363392E+00
     78123, 1.267579105E-02,-4.522728920E-02,-1.472445484E-02,-3.599556250E+04, 1.528719068E-01, 1.014515638E+00, 4.743437767E+00
     78124,-1.444076300E-01,-3.446478397E-02,-4.880815744E-02, 2.123913281E+04, 1.248431043E-03, 3.291027620E-02, 3.919523478E+00
     78125,-1.452027857E-01,-3.376392275E-02,-4.982815310E-02, 2.132729688E+04,-6.009936798E-03, 4.080000333E-03, 3.862101793E+00
     78126,-9.951248066E-04,-2.561596455E-03, 4.516386613E-02,-4.900671875E+04,-4.295654297E-01, 9.118242860E-01, 1.007363558E+00
     78127,-2.039317973E-02,-1.066794693E-01,-3.707855940E-02,-7.925071875E+04, 1.690944135E-01,-5.929131508E-01,-9.106278419E-01
     78128,-2.113383263E-02,-1.070086882E-01,-3.740758821E-02,-7.724295313E+04,-3.541854322E-01,-3.920152187E-01,-2.359235585E-01
     78129,-9.435424209E-02,-9.806296229E-02, 7.090683281E-02,-1.958344531E+04, 5.794668198E-01,-2.844308019E-01, 3.334242582E+00
     78130,-9.508745372E-02,-9.768730402E-02, 7.151266187E-02,-1.854172656E+04, 8.913401365E-01,-4.633315206E-01, 3.664725065E+00
     78131, 1.268729195E-02,-4.463051260E-02,-1.521725208E-02,-3.831223438E+04, 1.118016690E-01, 1.008992672E+00, 4.545625687E+00
     78132,-1.443922520E-01,-6.127145886E-02,-2.347806282E-02,-6.464770313E+04,-2.840089202E-01, 9.884068370E-01,-1.176940560E+00
     78133,-2.127946354E-02, 1.897221059E-02, 5.102658272E-02,-4.506909375E+04,-1.251615644E+00, 7.821963429E-01, 3.838737726E+00
     78134,-9.638364613E-02,-9.756864607E-02, 7.098652422E-02,-1.933021094E+04, 8.140078783E-01,-4.513153732E-01, 4.182624340E+00
     78135,-1.459232420E-01,-3.326318413E-02,-4.943308234E-02, 2.093621094E+04,-2.963677607E-02, 2.095284872E-02, 3.630414486E+00
     78136,-1.459195912E-01,-3.323453665E-02,-4.865695536E-02, 2.061504688E+04,-2.826513909E-02, 1.622883789E-02, 3.729764938E+00
     78137,-1.198474765E-01,-1.020287573E-01,-6.138040684E-03,-1.407356250E+04, 1.205007195E+00,-1.015448213E+00, 4.337248325E+00
     78138,-1.105419323E-01, 1.839574054E-02, 7.364392281E-02, 1.930140625E+03,-9.683829546E-01,-1.074593544E+00, 3.918711662E+00
     78139,-4.250554368E-02,-1.036407202E-01, 7.318311185E-02,-2.488891406E+04, 4.189101607E-02, 3.355269134E-01, 1.020286322E+00
     78140,-1.409671158E-01,-7.307779789E-02, 2.689044923E-02,-5.444371875E+04, 4.567848742E-01,-1.126128316E+00, 1.869177461E+00
     78141,-1.440904140E-01,-3.066984750E-02,-4.888419434E-02, 2.052913281E+04, 1.483144588E-03,-8.692665957E-03, 3.909023762E+00
     78142,-1.445272416E-01,-3.142389283E-02,-5.021834373E-02, 2.086953125E+04, 2.493654145E-03, 5.717152264E-03, 3.889081955E+00
     78143,-3.490430489E-02,-1.143667400E-01,-4.973875731E-02, 2.082146875E+04,-3.488191590E-02,-3.039555438E-02, 3.890247107E+00
     78144,-3.733491898E-02, 2.997399122E-02, 5.490322039E-02,-2.279764063E+04,-1.662467837E+00, 6.943746209E-01, 3.959244967E+00
     78145,-1.370931119E-01,-7.255440578E-03, 4.461289197E-02,-4.232276563E+04,-7.027447820E-01,-1.146840334E+00, 1.304313779E+00
     78146,-1.282196939E-01,-2.790537477E-02,-2.464659885E-02, 4.175757813E+03,-7.232345641E-02,-1.239633083E+00, 4.041691303E+00
     78147,-2.672423143E-03,-1.093807258E-02, 7.352630794E-02,-6.267945313E+03,-1.149711490E+00, 2.194528341E+00, 3.384553194E+00
     78148,-2.740254393E-03,-1.239319332E-02, 7.352630794E-02,-1.017149219E+04,-1.022883534E+00, 2.204434633E+00, 3.537101746E+00
     78149,-1.457171440E-01,-3.178631142E-02,-4.942806438E-02, 2.063114844E+04,-1.330264471E-02,-2.510861959E-04, 3.734014273E+00
     78150,-1.457152665E-01,-3.177395090E-02,-4.864285141E-02, 2.014728125E+04,-8.145528845E-03, 7.716713008E-03, 3.789170980E+00
     78151,-3.333527967E-02,-1.157007590E-01,-4.803137109E-02, 1.914120313E+04,-3.258547187E-02,-6.904985756E-02, 3.756341457E+00
     78152,-9.516386688E-02,-1.179310232E-01,-3.020259924E-02,-5.734568750E+04,-5.856103897E-01, 2.077020556E-01,-9.909812212E-01
     78153,-1.512084738E-03,-1.023642533E-02, 7.352630794E-02,-1.041200000E+04,-1.107727289E+00, 2.143223763E+00, 3.479953289E+00
     78154,-6.721041864E-04,-1.107831672E-02, 7.352630794E-02,-1.128304688E+04,-1.062242627E+00, 2.165502071E+00, 3.553038359E+00
     78155,-1.451168358E-01,-3.239271790E-02,-5.021834373E-02, 2.110601563E+04,-5.168637261E-03, 3.524353728E-03, 3.886130333E+00
     78156,-1.275972426E-01,-2.558101527E-02,-2.490100451E-02, 6.436867188E+03,-1.130603924E-01,-9.956759810E-01, 4.026202202E+00
     78157,-1.280698776E-01,-2.730052546E-02,-2.585674264E-02, 5.314156250E+03, 2.058144473E-02,-1.031159163E+00, 4.206951618E+00
     78158,-1.282331944E-01,-2.796446159E-02,-2.689638734E-02, 5.539117188E+03, 1.510601211E-02,-1.134053946E+00, 4.109184265E+00
     78159, 9.674150497E-03,-2.698880620E-02,-4.238069803E-02, 9.633642188E+04,-2.655412853E-01, 5.583326817E-01, 5.107762218E-01
     78160,-1.458264291E-01,-3.253664449E-02,-4.982327670E-02, 2.053282031E+04,-1.329744235E-02, 3.550931113E-03, 3.811351538E+00
     78161,-3.609457612E-02,-1.161099374E-01,-4.878650978E-02, 1.937102344E+04,-1.407190878E-02,-1.207264978E-02, 3.942918301E+00
     78162,-1.935535297E-02,-8.181827515E-02,-4.709036648E-02, 7.325884375E+04, 1.299531013E-01, 2.639503479E-01, 2.197392464E+00
     78163,-1.887601241E-02,-8.121228218E-02,-4.760237783E-02, 7.236754688E+04, 1.758206040E-01, 1.332848668E-01, 2.259861708E+00
     78164,-3.468617052E-02,-1.163147986E-01,-4.809592664E-02, 1.867080469E+04,-5.255953223E-02,-3.729609773E-02, 3.857207775E+00
     78165,-8.926922455E-03, 1.062845439E-02, 2.610325441E-02,-4.872757813E+04, 4.731431603E-01,-5.395138860E-01,-1.381601572E+00
     78166,-9.377284907E-03, 1.036748383E-02, 2.589650638E-02,-4.879631250E+04, 5.183094144E-01,-5.880377293E-01,-1.478893518E+00
     78167,-1.277522147E-01,-2.611630224E-02,-2.597059868E-02, 1.019703125E+04, 2.728237398E-02,-1.057213664E+00, 3.985388517E+00
     78168,-1.798300073E-02,-8.065614104E-02,-4.684098810E-02, 7.069823438E+04, 2.287518233E-01, 1.575733125E-01, 2.395202637E+00
     78169,-6.031404808E-02, 3.578276560E-02, 4.455735907E-02,-4.059595313E+04,-1.407529473E+00, 1.300269663E-01, 1.903564215E+00
     78170,-1.091651618E-01,-8.726149052E-02, 5.333774537E-02,-4.189545313E+04,-6.513351202E-01, 6.975108385E-01,-5.278604031E-01
     78171,-1.086216271E-01,-8.778031170E-02, 5.331721157E-02,-4.096078125E+04,-6.539018154E-01, 6.073973775E-01,-4.663970768E-01
     78172,-1.280785799E-01,-2.734021284E-02,-2.821286023E-02, 5.272195313E+03, 4.564658925E-02,-9.822325706E-01, 4.199223518E+00
     78173,-1.231023297E-01,-1.485397108E-02, 4.346321337E-03,-2.839250000E+04,-8.058903813E-01,-1.903401852E+00, 4.238636494E+00
     78174,-1.442514956E-01,-4.155142605E-02,-1.235153177E-03,-4.361448438E+04,-2.083431184E-01,-1.798723698E+00, 4.941452026E+00
     78175,-1.442178935E-01,-4.070981592E-02,-1.632494386E-03,-4.256757813E+04,-2.020297647E-01,-1.767881632E+00, 4.888056755E+00
     78176,-1.439350694E-01,-4.404724389E-02, 4.227666359E-04,-4.446815625E+04, 1.683415473E-02,-1.809942007E+00, 4.862953186E+00
     78177,-7.093258947E-02,-1.230016872E-01, 3.262129426E-02,-4.642668750E+04, 1.004182935E+00,-7.090376318E-02, 1.508724928E+00
     78178,-1.372521073E-01,-7.501946762E-03, 4.081264511E-02,-4.369264063E+04,-4.491999447E-01,-8.377701640E-01, 8.106014132E-01
     78179,-1.441576779E-01,-3.973296285E-02,-1.589315711E-03,-4.056790625E+04,-2.147331983E-01,-1.803264022E+00, 5.023955822E+00
     78180,-9.161988273E-03, 1.087568514E-02, 2.678858489E-02,-4.890276563E+04, 4.615298808E-01,-5.314235091E-01,-1.365135670E+00
     78181,-1.306527108E-01,-5.163170397E-02, 7.367582619E-02,-1.037319531E+04, 2.256661057E-01,-1.515830040E+00, 4.255867004E+00
     78182,-1.248117685E-01,-9.730921686E-02, 2.625092864E-02,-5.518604688E+04,-3.187355101E-01, 3.713871837E-01,-1.259016991E+00
     78183,-1.287933439E-01,-4.012772813E-02, 6.306819618E-02,-3.319134375E+04,-9.713032842E-02,-1.411995530E+00, 4.405769348E+00
     78184,-1.288457364E-01,-4.129000381E-02, 6.300517172E-02,-3.174537500E+04,-8.159143478E-02,-1.367416263E+00, 4.438527584E+00
     78185,-3.147500008E-02, 2.748359367E-02, 2.141443081E-02,-4.854131250E+04,-1.775478005E+00, 8.851423860E-01, 4.613867283E+00
     78186,-1.007470936E-01,-9.475249797E-02,-4.720699042E-02, 2.942310156E+04,-3.925099075E-01, 4.212159514E-01, 3.488796711E+00
     78187,-7.485994138E-03,-1.361217070E-02,-5.013302714E-02, 5.857914453E+04,-3.158205375E-02, 5.684503540E-02, 2.828911781E+00
     78188,-8.933298290E-03,-1.420778222E-02,-5.013302714E-02, 5.807194141E+04,-3.634918481E-02, 8.436249942E-02, 2.841182947E+00
     78189, 9.660044685E-03,-2.222914249E-02,-4.168287292E-02, 8.243790625E+04,-1.503873467E-01, 8.943300843E-01, 1.542607546E+00
     78190,-7.927414961E-03,-1.595893502E-02,-5.013302714E-02, 6.360592969E+04,-2.839365788E-02, 7.539916039E-02, 2.666877270E+00
     78191,-6.545218639E-03,-1.549042389E-02,-5.013302714E-02, 6.351982813E+04,-1.552311052E-02, 6.377796829E-02, 2.665739298E+00
     78192,-1.084078178E-01,-8.832397312E-02, 5.358120799E-02,-4.092665625E+04,-3.684804440E-01, 5.429740548E-01,-5.582883954E-01
     78193,-1.086447462E-01,-8.865530044E-02, 5.404558778E-02,-4.143910938E+04,-2.466397882E-01, 4.991444349E-01,-4.859424531E-01
     78194,-3.825327149E-03,-8.351641893E-02, 7.298435271E-02,-1.791638281E+04, 1.379367471E+00, 2.344706297E+00, 3.507910252E+00
     78195,-1.089418009E-01, 2.417282015E-02, 6.978873163E-03,-4.873879688E+04,-1.380610466E+00,-9.159787893E-01, 4.452054024E+00
     78196,-5.483249947E-02, 3.339806199E-02, 2.903724834E-02,-5.182187500E+04,-6.889603138E-01, 7.267384231E-02, 1.140706778E+00
     78197,-5.547937751E-02, 3.349746391E-02, 2.957865596E-02,-5.186393750E+04,-6.657291651E-01, 5.665380135E-02, 1.101019740E+00
     78198,-4.555438180E-03,-8.447962254E-02, 7.298435271E-02,-1.709901563E+04, 1.358582497E+00, 2.154341459E+00, 3.662020206E+00
     78199, 9.391143918E-03,-2.128747851E-02,-4.057710990E-02, 8.040864844E+04,-2.522066832E-01, 1.031548262E+00, 1.491800308E+00
     78200,-5.122148897E-03,-8.682407439E-02, 7.298435271E-02,-1.299068750E+04, 1.410992026E+00, 2.234560728E+00, 3.615183592E+00
     78201,-1.288203895E-01,-4.063776881E-02, 6.079864129E-02,-3.644948438E+04,-9.970786422E-02,-1.483084679E+00, 4.553774834E+00
     78202,-1.288560629E-01,-4.158112407E-02, 6.182443351E-02,-3.378090625E+04,-6.434052438E-02,-1.387022972E+00, 4.419573307E+00
     78203,-1.000260189E-02, 8.051814511E-03, 1.514725387E-02,-4.028110938E+04,-1.640034318E+00, 1.602144361E+00, 4.525887012E+00
     78204, 6.927011535E-03,-4.338677973E-02, 7.326176763E-02,-5.223929688E+03,-2.709012926E-01, 8.882899284E-01, 3.288124323E+00
     78205, 8.948807605E-03,-2.285669558E-02,-3.893169761E-02, 7.906521094E+04,-4.743725657E-01, 1.130038500E+00, 1.285614252E+00
     78206, 9.461620823E-03,-2.267822437E-02,-3.902646899E-02, 7.855648438E+04,-4.006942213E-01, 1.211083651E+00, 1.332542300E+00
     78207,-1.288435906E-01,-4.456461966E-02, 6.164093316E-02,-3.121218750E+04, 4.619113728E-02,-1.477303743E+00, 4.423802376E+00
     78208,-8.575996384E-03, 7.693510503E-03, 1.324801799E-02,-3.920392188E+04,-1.647049785E+00, 1.643967152E+00, 4.302340508E+00
     78209,-1.288631260E-01,-4.180876911E-02, 5.937545002E-02,-3.578693750E+04,-1.298294589E-02,-1.387211204E+00, 4.519279003E+00
     78210,-1.288748085E-01,-4.269631207E-02, 6.021414697E-02,-3.567371875E+04, 2.224817313E-02,-1.438929796E+00, 4.600318909E+00
     78211, 8.731727488E-03,-2.216352336E-02,-3.853040561E-02, 7.788257031E+04,-4.459450245E-01, 1.205792546E+00, 1.475581884E+00
     78212,-1.288668513E-01,-4.362068325E-02, 6.232650205E-02,-3.229617188E+04, 2.644488774E-02,-1.454912424E+00, 4.557011604E+00
     78213, 5.299978890E-03,-1.345124748E-02,-2.755485289E-02, 4.802539844E+04,-6.833305955E-01, 1.431777477E+00, 2.624500036E+00
     78214,-1.337677389E-01,-8.681128919E-02, 7.220827788E-02,-1.027133594E+04, 1.407580256E+00,-2.219604015E+00, 2.619200468E+00
     78215,-1.456927359E-01,-5.355305225E-02, 2.358755469E-02,-4.445059375E+04, 2.043776959E-01,-2.046413422E+00, 4.612501144E+00
     78216, 8.739892393E-03,-2.278117649E-02,-3.958830982E-02, 7.920010938E+04,-4.394414127E-01, 1.164761901E+00, 1.485139489E+00
     78217,-1.288714707E-01,-4.359009117E-02, 5.986575782E-02,-3.369818750E+04, 8.595148474E-02,-1.627408385E+00, 4.444673061E+00
     78218,-1.317723393E-01,-4.749968648E-02, 7.125682384E-02,-2.110742969E+04, 1.239746585E-01,-1.576795340E+00, 4.450823784E+00
     78219,-1.341756731E-01,-8.617733419E-02, 7.180970162E-02,-1.056754688E+04, 1.365345597E+00,-2.251914024E+00, 2.591654539E+00
     78220, 6.463564001E-03,-1.403561700E-02,-2.762130648E-02, 4.851912109E+04,-6.694990396E-01, 1.473438263E+00, 2.431786776E+00
     78221,-1.288744956E-01,-4.261120409E-02, 6.152467430E-02,-3.276500000E+04,-3.410560545E-03,-1.536706328E+00, 4.447947025E+00
     78222, 3.189815441E-03,-8.036519587E-02,-8.960833773E-03, 1.246603906E+04, 8.716699481E-01, 1.619520664E+00, 3.191334963E+00
     78223,-1.288478822E-01,-4.444892332E-02, 6.049071252E-02,-2.921494531E+04, 7.133900374E-02,-1.423810959E+00, 4.279104233E+00
     78224, 1.228780113E-02,-5.246004462E-02, 4.253146052E-02,-4.393381250E+04, 2.295003384E-01, 1.784732461E+00, 4.134531975E+00
     78225, 1.221533585E-02,-5.310326815E-02, 4.210178554E-02,-4.502570313E+04, 2.044664919E-01, 1.746022463E+00, 4.220727921E+00
     78226, 6.786866579E-03,-1.411075704E-02,-2.802790888E-02, 4.992608203E+04,-6.572013497E-01, 1.490147591E+00, 2.335342169E+00
     78227, 1.221363246E-02,-5.311754346E-02, 4.144524410E-02,-4.517406250E+04, 2.252395004E-01, 1.830057383E+00, 4.307282925E+00
     78228,-1.155138314E-01,-1.069439352E-01,-1.697864942E-02,-1.633370313E+04, 6.466912031E-01,-5.525059700E-01, 3.953798294E+00
     78229, 6.921545137E-03,-1.445144787E-02,-2.855652943E-02, 5.175937500E+04,-5.856210589E-01, 1.330924869E+00, 2.302866220E+00
     78230, 6.750729866E-03,-1.476495061E-02,-2.876616642E-02, 5.116544141E+04,-6.209565401E-01, 1.436010718E+00, 2.327605486E+00
     78231,-9.597356617E-02,-9.821796417E-02, 1.676737890E-02,-4.889228125E+04, 1.775077224E+00,-9.915758371E-01, 4.704648495E+00
     78232,-9.569464624E-02,-9.836148471E-02, 1.741488278E-02,-4.840870313E+04, 1.712530136E+00,-9.710117579E-01, 4.653819084E+00
     78233,-9.523385763E-02,-9.859153628E-02, 1.883301139E-02,-4.792464063E+04, 1.536153555E+00,-9.587285519E-01, 4.499997616E+00
     78234,-1.098884940E-01,-1.099588573E-01, 1.411367580E-02,-3.713670313E+04, 1.664394498E+00,-1.003207445E+00, 4.557768345E+00
     78235,-4.026470333E-02,-1.180308536E-01,-2.631487325E-02,-7.263710938E+03, 7.000088692E-01, 3.133376241E-01, 4.241974354E+00
     78236,-4.104920849E-02,-1.183148772E-01,-2.592807077E-02,-6.659390625E+03, 7.666236758E-01, 2.850115597E-01, 4.407038212E+00
     78237,-1.387486458E-01,-7.842887938E-02, 4.077047855E-02,-4.893371875E+04, 7.738840580E-01,-1.450797319E+00, 1.637668371E+00
     78238,-1.288677901E-01,-4.375923797E-02, 5.881617218E-02,-3.607373438E+04, 9.149057791E-03,-1.582274199E+00, 4.411887646E+00
     78239,-9.613473713E-02,-9.813410789E-02, 1.813758910E-02,-4.890509375E+04, 1.766513228E+00,-9.548158646E-01, 4.685645580E+00
     78240,-4.190786928E-02,-1.186129898E-01,-2.645302191E-02,-4.120554688E+03, 8.098611832E-01, 2.548832595E-01, 4.198732376E+00
     78241,-1.349675655E-01,-8.489416540E-02, 7.180970162E-02,-6.413367188E+03, 1.316350937E+00,-2.076841831E+00, 2.597561121E+00
     78242, 1.216802653E-02,-5.349107087E-02, 4.042937607E-02,-4.541335938E+04, 2.554734945E-01, 1.820853829E+00, 4.196222782E+00
     78243, 1.120476238E-02,-5.397045985E-02, 4.063452408E-02,-4.560831250E+04, 2.207343876E-01, 1.888207912E+00, 4.561430454E+00
     78244, 6.635122467E-03,-1.446678769E-02,-2.993600070E-02, 5.428555078E+04,-6.433758736E-01, 1.345804334E+00, 2.421627760E+00
     78245,-9.593375027E-02,-9.823834151E-02, 1.883638464E-02,-4.802914063E+04, 1.734862447E+00,-9.906983972E-01, 4.616492748E+00
     78246,-6.292546540E-02,-1.195695326E-01,-5.028238147E-02, 4.572596875E+04, 1.734213717E-02, 7.804971538E-04, 3.211583614E+00
     78247,-4.193503410E-02,-1.186221614E-01,-2.737136744E-02,-2.615195313E+03, 7.215769887E-01, 2.377348393E-01, 4.327680588E+00
     78248,-4.034147412E-02,-1.180592999E-01,-2.724351361E-02,-5.848531250E+03, 6.565027833E-01, 2.411956638E-01, 4.370198727E+00
     78249,-2.286542766E-02, 2.175650746E-02,-2.204280533E-02,-3.157351563E+04,-4.457906485E-01, 4.790853858E-01, 4.861021996E+00
     78250,-1.444980502E-01,-2.886848897E-02,-2.892435715E-02,-1.315000000E+02,-2.916695178E-01,-5.536224842E-01, 4.312901974E+00
     78251,-1.049986631E-01,-1.128504127E-01, 8.471621200E-03,-3.990553125E+04, 1.637676001E+00,-9.158200026E-01, 4.563061714E+00
     78252,-1.054227948E-01,-1.126185209E-01, 7.723166142E-03,-3.959642188E+04, 1.578509569E+00,-9.254010916E-01, 4.631149769E+00
     78253,-9.860701859E-02,-1.162965894E-01, 4.842973314E-03,-4.616325000E+04, 1.722732782E+00,-8.007838130E-01, 4.305574417E+00
     78254,-9.583561122E-02,-1.174298748E-01, 8.810847066E-03,-4.588373438E+04, 1.740985990E+00,-7.184273005E-01, 3.840991259E+00
     78255,-3.806265444E-02, 1.178161241E-02, 1.707452163E-02,-5.837109375E+04,-1.908602595E+00, 1.003222942E+00, 4.831486702E+00
     78256,-3.839548677E-02, 1.195096504E-02, 1.782461070E-02,-5.837457813E+04,-1.903126836E+00, 9.953423142E-01, 4.864682674E+00
     78257,-3.567261994E-02,-9.582128376E-02,-3.336963058E-02,-7.758632813E+04,-5.454734564E-01,-9.900949895E-02,-8.893340826E-01
     78258,-3.560435027E-02,-9.578072280E-02,-3.250294179E-02,-6.104779688E+04,-2.486710250E-01, 1.201719642E+00, 1.233322263E+00
     78259,-1.053436995E-01,-1.126622707E-01, 9.092083201E-03,-3.933198438E+04, 1.614055991E+00,-9.557000399E-01, 4.616873264E+00
     78260,-3.521054238E-02,-9.651857615E-02,-3.364396840E-02,-7.628710938E+04, 4.888546765E-01, 5.878082514E-01, 8.726384044E-01
     78261,-1.189659983E-01, 1.609050669E-02, 1.960653625E-02,-4.566934375E+04,-1.693885088E+00,-1.259428978E+00, 3.603311539E+00
     78262,-1.194762141E-01, 1.564336568E-02, 1.925984025E-02,-4.946631250E+04,-1.358063698E+00,-1.380457759E+00, 3.351539135E+00
     78263,-6.073002890E-02, 2.696032077E-02, 7.253499329E-02,-1.880763281E+04,-2.368810415E+00, 1.595336199E-01, 4.056663990E+00
     78264, 1.178143546E-02,-3.649877757E-02, 3.170735016E-02,-4.340734375E+04,-1.452085078E-01, 1.907219291E+00, 4.757216454E+00
